BoardNumber,BoardSize,Rows,Columns,SuccessesOnBoard,BombsOnBoard,SuccessesNeededToWin,RewardString,ChestIconIndex
846,36,6,6,23,13,15,HolidayCurrency:25,0
847,36,6,6,23,13,15,HolidayCurrency:25,0
848,36,6,6,16,20,13,HolidayCurrency:75,0
849,36,6,6,23,13,15,HolidayCurrency:25,0
850,36,6,6,23,13,15,HolidayCurrency:25,0
851,36,6,6,23,13,15,HolidayCurrency:25,0
852,36,6,6,20,16,14,HolidayCurrency:50,0
853,36,6,6,23,13,15,HolidayCurrency:25,0
854,36,6,6,23,13,15,HolidayCurrency:25,0
855,36,6,6,23,13,15,HolidayCurrency:25,0
856,36,6,6,20,16,14,HolidayCurrency:50,0
857,36,6,6,23,13,15,HolidayCurrency:25,0
858,36,6,6,23,13,15,HolidayCurrency:25,0
859,36,6,6,23,13,15,HolidayCurrency:25,0
860,36,6,6,19,17,14,HolidayCurrency:50,0
861,36,6,6,23,13,15,HolidayCurrency:25,0
862,36,6,6,23,13,15,HolidayCurrency:25,0
863,36,6,6,23,13,15,HolidayCurrency:25,0
864,36,6,6,16,20,13,HolidayCurrency:75,0
865,36,6,6,23,13,15,HolidayCurrency:25,0
866,36,6,6,23,13,15,HolidayCurrency:25,0
867,36,6,6,23,13,15,HolidayCurrency:25,0
868,36,6,6,19,17,14,HolidayCurrency:50,0
869,36,6,6,23,13,15,HolidayCurrency:25,0
870,36,6,6,23,13,15,HolidayCurrency:25,0
871,36,6,6,23,13,15,HolidayCurrency:25,0
872,36,6,6,19,17,14,HolidayCurrency:50,0
873,36,6,6,23,13,15,HolidayCurrency:25,0
874,36,6,6,23,13,15,HolidayCurrency:25,0
875,36,6,6,23,13,15,HolidayCurrency:25,0
876,36,6,6,19,17,14,HolidayCurrency:50,0
877,36,6,6,23,13,15,HolidayCurrency:25,0
878,36,6,6,23,13,15,HolidayCurrency:25,0
879,36,6,6,23,13,15,HolidayCurrency:25,0
880,36,6,6,16,20,13,HolidayCurrency:75,0
881,36,6,6,23,13,15,HolidayCurrency:25,0
882,36,6,6,23,13,15,HolidayCurrency:25,0
883,36,6,6,23,13,15,HolidayCurrency:25,0
884,36,6,6,19,17,14,HolidayCurrency:50,0
885,36,6,6,23,13,15,HolidayCurrency:25,0
886,36,6,6,23,13,15,HolidayCurrency:25,0
887,36,6,6,23,13,15,HolidayCurrency:25,0
888,36,6,6,19,17,14,HolidayCurrency:50,0
889,36,6,6,23,13,15,HolidayCurrency:25,0
890,36,6,6,23,13,15,HolidayCurrency:25,0
891,36,6,6,23,13,15,HolidayCurrency:25,0
892,36,6,6,19,17,14,HolidayCurrency:50,0
893,36,6,6,23,13,15,HolidayCurrency:25,0
894,36,6,6,23,13,15,HolidayCurrency:25,0
895,36,6,6,23,13,15,HolidayCurrency:25,0
896,36,6,6,16,20,13,HolidayCurrency:75,0
897,36,6,6,23,13,15,HolidayCurrency:25,0
898,36,6,6,23,13,15,HolidayCurrency:25,0
899,36,6,6,23,13,15,HolidayCurrency:25,0
900,36,6,6,19,17,14,HolidayCurrency:50,0
901,36,6,6,23,13,15,HolidayCurrency:25,0
902,36,6,6,23,13,15,HolidayCurrency:25,0
903,36,6,6,23,13,15,HolidayCurrency:25,0
904,36,6,6,19,17,14,HolidayCurrency:50,0
905,36,6,6,23,13,15,HolidayCurrency:25,0
906,36,6,6,23,13,15,HolidayCurrency:25,0
907,36,6,6,23,13,15,HolidayCurrency:25,0
908,36,6,6,19,17,14,HolidayCurrency:50,0
909,36,6,6,23,13,15,HolidayCurrency:25,0
910,36,6,6,23,13,15,HolidayCurrency:25,0
911,36,6,6,23,13,15,HolidayCurrency:25,0
912,36,6,6,15,21,12,HolidayCurrency:75,0
913,36,6,6,23,13,15,HolidayCurrency:25,0
914,36,6,6,23,13,15,HolidayCurrency:25,0
915,36,6,6,23,13,15,HolidayCurrency:25,0
916,36,6,6,19,17,14,HolidayCurrency:50,0
917,36,6,6,23,13,15,HolidayCurrency:25,0
918,36,6,6,23,13,15,HolidayCurrency:25,0
919,36,6,6,23,13,15,HolidayCurrency:25,0
920,36,6,6,19,17,14,HolidayCurrency:50,0
921,36,6,6,23,13,15,HolidayCurrency:25,0
922,36,6,6,23,13,15,HolidayCurrency:25,0
923,36,6,6,23,13,15,HolidayCurrency:25,0
924,36,6,6,19,17,14,HolidayCurrency:50,0
925,36,6,6,23,13,15,HolidayCurrency:25,0
926,36,6,6,23,13,15,HolidayCurrency:25,0
927,36,6,6,23,13,15,HolidayCurrency:25,0
928,36,6,6,15,21,13,HolidayCurrency:75,0
929,36,6,6,23,13,16,HolidayCurrency:25,0
930,36,6,6,23,13,16,HolidayCurrency:25,0
931,36,6,6,23,13,16,HolidayCurrency:25,0
932,36,6,6,19,17,14,HolidayCurrency:50,0
933,36,6,6,23,13,16,HolidayCurrency:25,0
934,36,6,6,23,13,16,HolidayCurrency:25,0
935,36,6,6,23,13,16,HolidayCurrency:25,0
936,36,6,6,19,17,14,HolidayCurrency:50,0
937,36,6,6,23,13,16,HolidayCurrency:25,0
938,36,6,6,23,13,16,HolidayCurrency:25,0
939,36,6,6,23,13,16,HolidayCurrency:25,0
940,36,6,6,19,17,14,HolidayCurrency:50,0
941,36,6,6,22,14,15,HolidayCurrency:25,0
942,36,6,6,22,14,15,HolidayCurrency:25,0
943,36,6,6,22,14,15,HolidayCurrency:25,0
944,36,6,6,15,21,13,HolidayCurrency:75,0
945,36,6,6,22,14,15,HolidayCurrency:25,0
946,36,6,6,22,14,15,HolidayCurrency:25,0
947,36,6,6,22,14,15,HolidayCurrency:25,0
948,36,6,6,19,17,15,HolidayCurrency:50,0
949,36,6,6,22,14,15,HolidayCurrency:25,0
950,36,6,6,22,14,15,HolidayCurrency:25,0
951,36,6,6,22,14,15,HolidayCurrency:25,0
952,36,6,6,19,17,15,HolidayCurrency:50,0
953,36,6,6,22,14,15,HolidayCurrency:25,0
954,36,6,6,22,14,15,HolidayCurrency:25,0
955,36,6,6,22,14,15,HolidayCurrency:25,0
956,36,6,6,19,17,15,HolidayCurrency:50,0
957,36,6,6,22,14,15,HolidayCurrency:25,0
958,36,6,6,22,14,15,HolidayCurrency:25,0
959,36,6,6,22,14,15,HolidayCurrency:25,0
960,36,6,6,15,21,13,HolidayCurrency:75,0
961,36,6,6,22,14,15,HolidayCurrency:25,0
962,36,6,6,22,14,15,HolidayCurrency:25,0
963,36,6,6,22,14,15,HolidayCurrency:25,0
964,36,6,6,19,17,15,HolidayCurrency:50,0
965,36,6,6,22,14,15,HolidayCurrency:25,0
966,36,6,6,22,14,15,HolidayCurrency:25,0
967,36,6,6,22,14,15,HolidayCurrency:25,0
968,36,6,6,19,17,15,HolidayCurrency:50,0
969,36,6,6,22,14,15,HolidayCurrency:25,0
970,36,6,6,22,14,15,HolidayCurrency:25,0
971,36,6,6,22,14,15,HolidayCurrency:25,0
972,36,6,6,19,17,15,HolidayCurrency:50,0
973,36,6,6,22,14,15,HolidayCurrency:25,0
974,36,6,6,22,14,15,HolidayCurrency:25,0
975,36,6,6,22,14,15,HolidayCurrency:25,0
976,36,6,6,15,21,13,HolidayCurrency:75,0
977,36,6,6,22,14,15,HolidayCurrency:25,0
978,36,6,6,22,14,15,HolidayCurrency:25,0
979,36,6,6,22,14,15,HolidayCurrency:25,0
980,36,6,6,19,17,15,HolidayCurrency:50,0
981,36,6,6,22,14,15,HolidayCurrency:25,0
982,36,6,6,22,14,15,HolidayCurrency:25,0
983,36,6,6,22,14,15,HolidayCurrency:25,0
984,36,6,6,19,17,15,HolidayCurrency:50,0
985,36,6,6,22,14,15,HolidayCurrency:25,0
986,36,6,6,22,14,15,HolidayCurrency:25,0
987,36,6,6,22,14,16,HolidayCurrency:25,0
988,36,6,6,19,17,15,HolidayCurrency:50,0
989,36,6,6,22,14,16,HolidayCurrency:25,0
990,36,6,6,22,14,16,HolidayCurrency:25,0
991,36,6,6,22,14,16,HolidayCurrency:25,0
992,36,6,6,15,21,13,HolidayCurrency:75,0
993,36,6,6,22,14,16,HolidayCurrency:25,0
994,36,6,6,22,14,16,HolidayCurrency:25,0
995,36,6,6,22,14,16,HolidayCurrency:25,0
996,36,6,6,18,18,14,HolidayCurrency:50,0
997,36,6,6,22,14,16,HolidayCurrency:25,0
998,36,6,6,22,14,16,HolidayCurrency:25,0
999,36,6,6,22,14,16,HolidayCurrency:25,0
