Ascension,Level,AmountMelee,PrecalculatedAmountMelee,AmountRanged,PrecalculatedAmountRanged,AmountSpell,PrecalculatedAmountSpell,Melee Total MAGs,Ranged Total MAGs,Spell Total MAGs
4,1280,8,6.62E+31,3,1.20E+31,9,1.37E+27,31.82,31.08,27.14
4,1320,7,4.64E+32,3,3.61E+31,9,1.23E+28,32.67,31.56,28.09
4,1360,7,3.25E+33,3,1.08E+32,9,1.11E+29,33.51,32.03,29.05
4,1400,7,2.27E+34,3,3.25E+32,11,1.22E+30,34.36,32.51,30.09
4,1440,6,1.36E+35,3,9.74E+32,11,1.34E+31,35.13,32.99,31.13
4,1480,6,8.18E+35,3,2.92E+33,11,1.48E+32,35.91,33.47,32.17
4,1520,6,4.91E+36,3,8.76E+33,13,1.92E+33,36.69,33.94,33.28
4,1560,6,2.94E+37,3,2.63E+34,13,2.50E+34,37.47,34.42,34.40
4,1600,6,1.77E+38,3,7.89E+34,13,3.25E+35,38.25,34.90,35.51
4,1640,6,1.06E+39,3,2.37E+35,15,4.87E+36,39.03,35.37,36.69
4,1680,6,6.36E+39,3,7.10E+35,15,7.30E+37,39.80,35.85,37.86
4,1720,6,3.82E+40,3,2.13E+36,15,1.10E+39,40.58,36.33,39.04
4,1760,6,2.29E+41,3,6.39E+36,17,1.86E+40,41.36,36.81,40.27
4,1800,6,1.37E+42,3,1.92E+37,17,3.17E+41,42.14,37.28,41.50
4,1840,6,8.24E+42,3,5.75E+37,17,5.38E+42,42.92,37.76,42.73
4,1880,5,4.12E+43,3,1.73E+38,19,1.02E+44,43.62,38.24,44.01
4,1920,5,2.06E+44,5,8.63E+38,19,1.94E+45,44.31,38.94,45.29
4,1960,4,8.24E+44,6,5.18E+39,19,3.69E+46,44.92,39.71,46.57
4,2000,10000,8.24E+48,1.00E+15,5.18E+54,1.00E+03,3.69E+49,48.92,54.71,49.57
4,2050,50,4.12E+50,6,3.11E+55,2,7.38E+49,50.62,55.49,49.87
4,2100,45,1.85E+52,6,1.86E+56,2,1.48E+50,52.27,56.27,50.17
4,2150,40,7.42E+53,6,1.12E+57,2,2.95E+50,53.87,57.05,50.47
4,2200,35,2.60E+55,6,6.71E+57,2,5.91E+50,55.41,57.83,50.77
4,2250,30,7.79E+56,6,4.02E+58,5,2.95E+51,56.89,58.60,51.47
4,2300,25,1.95E+58,6,2.41E+59,10,2.95E+52,58.29,59.38,52.47
4,2350,20,3.90E+59,6,1.45E+60,10,2.95E+53,59.59,60.16,53.47
4,2400,15,5.84E+60,6,8.69E+60,10,2.95E+54,60.77,60.94,54.47
4,2450,10,5.84E+61,6,5.22E+61,10,2.95E+55,61.77,61.72,55.47
4,2500,8,4.67E+62,6,3.13E+62,10,2.95E+56,62.67,62.50,56.47
4,2550,6,2.80E+63,6,1.88E+63,10,2.95E+57,63.45,63.27,57.47
4,2600,4,1.12E+64,6,1.13E+64,10,2.95E+58,64.05,64.05,58.47
4,2650,4,4.49E+64,6,6.76E+64,10,2.95E+59,64.65,64.83,59.47
4,2700,3,1.35E+65,6,4.06E+65,10,2.95E+60,65.13,65.61,60.47
4,2750,3,4.04E+65,6,2.43E+66,10,2.95E+61,65.61,66.39,61.47
4,2800,3,1.21E+66,6,1.46E+67,10,2.95E+62,66.08,67.16,62.47
4,2850,2,2.42E+66,6,8.76E+67,10,2.95E+63,66.38,67.94,63.47
4,2900,2,4.85E+66,6,5.26E+68,13,3.84E+64,66.69,68.72,64.58
4,2950,2,9.69E+66,6,3.15E+69,50,1.92E+66,66.99,69.50,66.28
4,3000,1000,9.69E+69,1.00E+11,3.15E+80,1.00E+03,1.92E+69,69.99,80.50,69.28
4,3050,70,6.78E+71,6,1.89E+81,2,3.84E+69,71.83,81.28,69.58
4,3100,65,4.41E+73,6,1.14E+82,2,7.68E+69,73.64,82.06,69.89
4,3150,60,2.65E+75,6,6.81E+82,2,1.54E+70,75.42,82.83,70.19
4,3200,55,1.46E+77,6,4.09E+83,2,3.07E+70,77.16,83.61,70.49
4,3250,50,7.28E+78,6,2.45E+84,5,1.54E+71,78.86,84.39,71.19
4,3300,45,3.27E+80,6,1.47E+85,10,1.54E+72,80.52,85.17,72.19
4,3350,40,1.31E+82,6,8.83E+85,15,2.30E+73,82.12,85.95,73.36
4,3400,35,4.58E+83,6,5.30E+86,20,4.61E+74,83.66,86.72,74.66
4,3450,30,1.38E+85,6,3.18E+87,30,1.38E+76,85.14,87.50,76.14
4,3500,25,3.44E+86,6,1.91E+88,40,5.53E+77,86.54,88.28,77.74
4,3550,20,6.88E+87,6,1.14E+89,50,2.76E+79,87.84,89.06,79.44
4,3600,15,1.03E+89,6,6.87E+89,60,1.66E+81,89.01,89.84,81.22
4,3650,10,1.03E+90,6,4.12E+90,70,1.16E+83,90.01,90.61,83.06
4,3700,10,1.03E+91,6,2.47E+91,80,9.29E+84,91.01,91.39,84.97
4,3750,5,5.16E+91,6,1.48E+92,80,7.43E+86,91.71,92.17,86.87
4,3800,5,2.58E+92,6,8.90E+92,90,6.69E+88,92.41,92.95,88.83
4,3850,2,5.16E+92,6,5.34E+93,90,6.02E+90,92.71,93.73,90.78
4,3900,2,1.03E+93,6,3.20E+94,90,5.42E+92,93.01,94.51,92.73
4,3950,2,2.06E+93,6,1.92E+95,100,5.42E+94,93.31,95.28,94.73
4,4000,1000,2.06E+96,1.00E+09,1.92E+104,1.00E+02,5.42E+96,96.31,104.28,96.73
4,4050,70,1.44E+98,5,9.61E+104,2,1.08E+97,98.16,104.98,97.03
4,4100,65,9.39E+99,5,4.80E+105,2,2.17E+97,99.97,105.68,97.34
4,4150,60,5.63E+101,5,2.40E+106,2,4.33E+97,101.75,106.38,97.64
4,4200,55,3.10E+103,5,1.20E+107,2,8.66E+97,103.49,107.08,97.94
4,4250,50,1.55E+105,5,6.01E+107,5,4.33E+98,105.19,107.78,98.64
4,4300,45,6.97E+106,5,3.00E+108,10,4.33E+99,106.84,108.48,99.64
4,4350,40,2.79E+108,5,1.50E+109,15,6.50E+100,108.45,109.18,100.81
4,4400,35,9.76E+109,5,7.51E+109,20,1.30E+102,109.99,109.88,102.11
4,4450,30,2.93E+111,5,3.75E+110,30,3.90E+103,111.47,110.57,103.59
4,4500,25,7.32E+112,5,1.88E+111,40,1.56E+105,112.86,111.27,105.19
4,4550,20,1.46E+114,5,9.38E+111,50,7.80E+106,114.17,111.97,106.89
4,4600,15,2.20E+115,5,4.69E+112,60,4.68E+108,115.34,112.67,108.67
4,4650,10,2.20E+116,5,2.35E+113,70,3.28E+110,116.34,113.37,110.52
4,4700,10,2.20E+117,5,1.17E+114,80,2.62E+112,117.34,114.07,112.42
4,4750,5,1.10E+118,5,5.86E+114,90,2.36E+114,118.04,114.77,114.37
4,4800,5,5.49E+118,5,2.93E+115,100,2.36E+116,118.74,115.47,116.37
4,4850,2,1.10E+119,5,1.47E+116,100,2.36E+118,119.04,116.17,118.37
4,4900,2,2.20E+119,5,7.33E+116,100,2.36E+120,119.34,116.87,120.37
4,4950,2,4.39E+119,5,3.67E+117,100,2.36E+122,119.64,117.56,122.37
4,5000,1000,4.39E+122,1.00E+13,3.67E+130,1.00E+03,2.36E+125,122.64,130.56,125.37
4,5050,70,3.07E+124,3,1.10E+131,2,4.72E+125,124.49,131.04,125.67
4,5100,65,2.00E+126,3,3.30E+131,2,9.43E+125,126.30,131.52,125.97
4,5150,60,1.20E+128,3,9.90E+131,2,1.89E+126,128.08,132.00,126.28
4,5200,55,6.59E+129,3,2.97E+132,2,3.77E+126,129.82,132.47,126.58
4,5250,50,3.30E+131,3,8.91E+132,5,1.89E+127,131.52,132.95,127.28
4,5300,45,1.48E+133,3,2.67E+133,10,1.89E+128,133.17,133.43,128.28
4,5350,40,5.93E+134,3,8.02E+133,15,2.83E+129,134.77,133.90,129.45
4,5400,35,2.08E+136,3,2.40E+134,20,5.66E+130,136.32,134.38,130.75
4,5450,30,6.23E+137,3,7.21E+134,30,1.70E+132,137.79,134.86,132.23
4,5500,25,1.56E+139,3,2.16E+135,40,6.79E+133,139.19,135.34,133.83
4,5550,20,3.12E+140,3,6.49E+135,50,3.40E+135,140.49,135.81,135.53
4,5600,15,4.67E+141,3,1.95E+136,60,2.04E+137,141.67,136.29,137.31
4,5650,10,4.67E+142,3,5.84E+136,70,1.43E+139,142.67,136.77,139.15
4,5700,10,4.67E+143,3,1.75E+137,80,1.14E+141,143.67,137.24,141.06
4,5750,5,2.34E+144,3,5.26E+137,90,1.03E+143,144.37,137.72,143.01
4,5800,5,1.17E+145,3,1.58E+138,100,1.03E+145,145.07,138.20,145.01
4,5850,2,2.34E+145,3,4.73E+138,100,1.03E+147,145.37,138.68,147.01
4,5900,2,4.67E+145,3,1.42E+139,100,1.03E+149,145.67,139.15,149.01
4,5950,2,9.35E+145,3,4.26E+139,100,1.03E+151,145.97,139.63,151.01
4,6000,1000,9.35E+148,1.00E+13,4.26E+152,1.00E+03,1.03E+154,148.97,152.63,154.01
5,10,4,4.00E+00,2,2.00E+00,2,2.00E+00,0.60,0.30,0.30
5,30,4,1.60E+01,2,4.00E+00,2,4.00E+00,1.20,0.60,0.60
5,50,4,6.40E+01,2,8.00E+00,2,8.00E+00,1.81,0.90,0.90
5,70,4,2.56E+02,2,1.60E+01,2,1.60E+01,2.41,1.20,1.20
5,90,4,1.02E+03,2,3.20E+01,2,3.20E+01,3.01,1.51,1.51
5,110,4,4.10E+03,2,6.40E+01,2,6.40E+01,3.61,1.81,1.81
5,130,4,1.64E+04,2,1.28E+02,2,1.28E+02,4.21,2.11,2.11
5,150,4,6.55E+04,2,2.56E+02,2,2.56E+02,4.82,2.41,2.41
5,170,4,2.62E+05,2,5.12E+02,2,5.12E+02,5.42,2.71,2.71
5,190,4,1.05E+06,2,1.02E+03,2,1.02E+03,6.02,3.01,3.01
5,210,4,4.19E+06,2,2.05E+03,2,2.05E+03,6.62,3.31,3.31
5,230,4,1.68E+07,2,4.10E+03,2,4.10E+03,7.22,3.61,3.61
5,250,4,6.71E+07,2,8.19E+03,2,8.19E+03,7.83,3.91,3.91
5,270,4,2.68E+08,2,1.64E+04,2,1.64E+04,8.43,4.21,4.21
5,290,4,1.07E+09,2,3.28E+04,3,4.92E+04,9.03,4.52,4.69
5,310,4,4.29E+09,2,6.55E+04,3,1.47E+05,9.63,4.82,5.17
5,330,4,1.72E+10,2,1.31E+05,3,4.42E+05,10.24,5.12,5.65
5,350,4,6.87E+10,2,2.62E+05,3,1.33E+06,10.84,5.42,6.12
5,370,4,2.75E+11,2,5.24E+05,3,3.98E+06,11.44,5.72,6.60
5,400,4,1.10E+12,2,1.05E+06,3,1.19E+07,12.04,6.02,7.08
5,430,3,3.30E+12,2,2.10E+06,3,3.58E+07,12.52,6.32,7.55
5,460,3,9.90E+12,2,4.19E+06,3,1.07E+08,13.00,6.62,8.03
5,490,3,2.97E+13,2,8.39E+06,4,4.30E+08,13.47,6.92,8.63
5,520,3,8.91E+13,2,1.68E+07,4,1.72E+09,13.95,7.22,9.24
5,550,3,2.67E+14,2,3.36E+07,4,6.88E+09,14.43,7.53,9.84
5,580,3,8.02E+14,2,6.71E+07,4,2.75E+10,14.90,7.83,10.44
5,610,3,2.40E+15,2,1.34E+08,4,1.10E+11,15.38,8.13,11.04
5,640,3,7.21E+15,2,2.68E+08,4,4.40E+11,15.86,8.43,11.64
5,670,3,2.16E+16,2,5.37E+08,4,1.76E+12,16.34,8.73,12.25
5,700,3,6.49E+16,2,1.07E+09,4,7.04E+12,16.81,9.03,12.85
5,730,3,1.95E+17,2,2.15E+09,4,2.82E+13,17.29,9.33,13.45
5,760,3,5.84E+17,2,4.29E+09,5,1.41E+14,17.77,9.63,14.15
5,790,3,1.75E+18,2,8.59E+09,5,7.04E+14,18.24,9.93,14.85
5,820,3,5.26E+18,2,1.72E+10,5,3.52E+15,18.72,10.24,15.55
5,850,3,1.58E+19,2,3.44E+10,5,1.76E+16,19.20,10.54,16.25
5,880,3,4.73E+19,2,6.87E+10,6,1.06E+17,19.68,10.84,17.02
5,910,3,1.42E+20,2,1.37E+11,6,6.34E+17,20.15,11.14,17.80
5,940,3,4.26E+20,2,2.75E+11,7,4.44E+18,20.63,11.44,18.65
5,970,3,1.28E+21,2,5.50E+11,8,3.55E+19,21.11,11.74,19.55
5,1000,10000,1.28E+25,1.00E+16,5.50E+27,1.00E+02,3.55E+21,25.11,27.74,21.55
5,1040,10,1.28E+26,3,1.65E+28,5,1.78E+22,26.11,28.22,22.25
5,1080,10,1.28E+27,3,4.95E+28,5,8.88E+22,27.11,28.69,22.95
5,1120,10,1.28E+28,3,1.48E+29,5,4.44E+23,28.11,29.17,23.65
5,1160,9,1.15E+29,3,4.45E+29,7,3.11E+24,29.06,29.65,24.49
5,1200,9,1.04E+30,3,1.34E+30,7,2.17E+25,30.01,30.13,25.34
5,1240,8,8.28E+30,3,4.01E+30,7,1.52E+26,30.92,30.60,26.18
5,1280,8,6.62E+31,3,1.20E+31,9,1.37E+27,31.82,31.08,27.14
5,1320,7,4.64E+32,3,3.61E+31,9,1.23E+28,32.67,31.56,28.09
5,1360,7,3.25E+33,3,1.08E+32,9,1.11E+29,33.51,32.03,29.05
5,1400,7,2.27E+34,3,3.25E+32,11,1.22E+30,34.36,32.51,30.09
5,1440,6,1.36E+35,3,9.74E+32,11,1.34E+31,35.13,32.99,31.13
5,1480,6,8.18E+35,3,2.92E+33,11,1.48E+32,35.91,33.47,32.17
5,1520,6,4.91E+36,3,8.76E+33,13,1.92E+33,36.69,33.94,33.28
5,1560,6,2.94E+37,3,2.63E+34,13,2.50E+34,37.47,34.42,34.40
5,1600,6,1.77E+38,3,7.89E+34,13,3.25E+35,38.25,34.90,35.51
5,1640,6,1.06E+39,3,2.37E+35,15,4.87E+36,39.03,35.37,36.69
5,1680,6,6.36E+39,3,7.10E+35,15,7.30E+37,39.80,35.85,37.86
5,1720,6,3.82E+40,3,2.13E+36,15,1.10E+39,40.58,36.33,39.04
5,1760,6,2.29E+41,3,6.39E+36,17,1.86E+40,41.36,36.81,40.27
5,1800,6,1.37E+42,3,1.92E+37,17,3.17E+41,42.14,37.28,41.50
5,1840,6,8.24E+42,3,5.75E+37,17,5.38E+42,42.92,37.76,42.73
5,1880,5,4.12E+43,3,1.73E+38,19,1.02E+44,43.62,38.24,44.01
5,1920,5,2.06E+44,5,8.63E+38,19,1.94E+45,44.31,38.94,45.29
5,1960,4,8.24E+44,6,5.18E+39,19,3.69E+46,44.92,39.71,46.57
5,2000,10000,8.24E+48,1.00E+15,5.18E+54,1.00E+03,3.69E+49,48.92,54.71,49.57
5,2050,50,4.12E+50,6,3.11E+55,2,7.38E+49,50.62,55.49,49.87
5,2100,45,1.85E+52,6,1.86E+56,2,1.48E+50,52.27,56.27,50.17
5,2150,40,7.42E+53,6,1.12E+57,2,2.95E+50,53.87,57.05,50.47
5,2200,35,2.60E+55,6,6.71E+57,2,5.91E+50,55.41,57.83,50.77
5,2250,30,7.79E+56,6,4.02E+58,5,2.95E+51,56.89,58.60,51.47
5,2300,25,1.95E+58,6,2.41E+59,10,2.95E+52,58.29,59.38,52.47
5,2350,20,3.90E+59,6,1.45E+60,10,2.95E+53,59.59,60.16,53.47
5,2400,15,5.84E+60,6,8.69E+60,10,2.95E+54,60.77,60.94,54.47
5,2450,10,5.84E+61,6,5.22E+61,10,2.95E+55,61.77,61.72,55.47
5,2500,8,4.67E+62,6,3.13E+62,10,2.95E+56,62.67,62.50,56.47
5,2550,6,2.80E+63,6,1.88E+63,10,2.95E+57,63.45,63.27,57.47
5,2600,4,1.12E+64,6,1.13E+64,10,2.95E+58,64.05,64.05,58.47
5,2650,4,4.49E+64,6,6.76E+64,10,2.95E+59,64.65,64.83,59.47
5,2700,3,1.35E+65,6,4.06E+65,10,2.95E+60,65.13,65.61,60.47
5,2750,3,4.04E+65,6,2.43E+66,10,2.95E+61,65.61,66.39,61.47
5,2800,3,1.21E+66,6,1.46E+67,10,2.95E+62,66.08,67.16,62.47
5,2850,2,2.42E+66,6,8.76E+67,10,2.95E+63,66.38,67.94,63.47
5,2900,2,4.85E+66,6,5.26E+68,13,3.84E+64,66.69,68.72,64.58
5,2950,2,9.69E+66,6,3.15E+69,50,1.92E+66,66.99,69.50,66.28
5,3000,1000,9.69E+69,1.00E+11,3.15E+80,1.00E+03,1.92E+69,69.99,80.50,69.28
5,3050,70,6.78E+71,6,1.89E+81,2,3.84E+69,71.83,81.28,69.58
5,3100,65,4.41E+73,6,1.14E+82,2,7.68E+69,73.64,82.06,69.89
5,3150,60,2.65E+75,6,6.81E+82,2,1.54E+70,75.42,82.83,70.19
5,3200,55,1.46E+77,6,4.09E+83,2,3.07E+70,77.16,83.61,70.49
5,3250,50,7.28E+78,6,2.45E+84,5,1.54E+71,78.86,84.39,71.19
5,3300,45,3.27E+80,6,1.47E+85,10,1.54E+72,80.52,85.17,72.19
5,3350,40,1.31E+82,6,8.83E+85,15,2.30E+73,82.12,85.95,73.36
5,3400,35,4.58E+83,6,5.30E+86,20,4.61E+74,83.66,86.72,74.66
5,3450,30,1.38E+85,6,3.18E+87,30,1.38E+76,85.14,87.50,76.14
5,3500,25,3.44E+86,6,1.91E+88,40,5.53E+77,86.54,88.28,77.74
5,3550,20,6.88E+87,6,1.14E+89,50,2.76E+79,87.84,89.06,79.44
5,3600,15,1.03E+89,6,6.87E+89,60,1.66E+81,89.01,89.84,81.22
5,3650,10,1.03E+90,6,4.12E+90,70,1.16E+83,90.01,90.61,83.06
5,3700,10,1.03E+91,6,2.47E+91,80,9.29E+84,91.01,91.39,84.97
5,3750,5,5.16E+91,6,1.48E+92,80,7.43E+86,91.71,92.17,86.87
5,3800,5,2.58E+92,6,8.90E+92,90,6.69E+88,92.41,92.95,88.83
5,3850,2,5.16E+92,6,5.34E+93,90,6.02E+90,92.71,93.73,90.78
5,3900,2,1.03E+93,6,3.20E+94,90,5.42E+92,93.01,94.51,92.73
5,3950,2,2.06E+93,6,1.92E+95,100,5.42E+94,93.31,95.28,94.73
5,4000,1000,2.06E+96,1.00E+09,1.92E+104,1.00E+02,5.42E+96,96.31,104.28,96.73
5,4050,70,1.44E+98,5,9.61E+104,2,1.08E+97,98.16,104.98,97.03
5,4100,65,9.39E+99,5,4.80E+105,2,2.17E+97,99.97,105.68,97.34
5,4150,60,5.63E+101,5,2.40E+106,2,4.33E+97,101.75,106.38,97.64
5,4200,55,3.10E+103,5,1.20E+107,2,8.66E+97,103.49,107.08,97.94
5,4250,50,1.55E+105,5,6.01E+107,5,4.33E+98,105.19,107.78,98.64
5,4300,45,6.97E+106,5,3.00E+108,10,4.33E+99,106.84,108.48,99.64
5,4350,40,2.79E+108,5,1.50E+109,15,6.50E+100,108.45,109.18,100.81
5,4400,35,9.76E+109,5,7.51E+109,20,1.30E+102,109.99,109.88,102.11
5,4450,30,2.93E+111,5,3.75E+110,30,3.90E+103,111.47,110.57,103.59
5,4500,25,7.32E+112,5,1.88E+111,40,1.56E+105,112.86,111.27,105.19
5,4550,20,1.46E+114,5,9.38E+111,50,7.80E+106,114.17,111.97,106.89
5,4600,15,2.20E+115,5,4.69E+112,60,4.68E+108,115.34,112.67,108.67
5,4650,10,2.20E+116,5,2.35E+113,70,3.28E+110,116.34,113.37,110.52
5,4700,10,2.20E+117,5,1.17E+114,80,2.62E+112,117.34,114.07,112.42
5,4750,5,1.10E+118,5,5.86E+114,90,2.36E+114,118.04,114.77,114.37
5,4800,5,5.49E+118,5,2.93E+115,100,2.36E+116,118.74,115.47,116.37
5,4850,2,1.10E+119,5,1.47E+116,100,2.36E+118,119.04,116.17,118.37
5,4900,2,2.20E+119,5,7.33E+116,100,2.36E+120,119.34,116.87,120.37
5,4950,2,4.39E+119,5,3.67E+117,100,2.36E+122,119.64,117.56,122.37
5,5000,1000,4.39E+122,1.00E+13,3.67E+130,1.00E+03,2.36E+125,122.64,130.56,125.37
5,5050,70,3.07E+124,3,1.10E+131,2,4.72E+125,124.49,131.04,125.67
5,5100,65,2.00E+126,3,3.30E+131,2,9.43E+125,126.30,131.52,125.97
5,5150,60,1.20E+128,3,9.90E+131,2,1.89E+126,128.08,132.00,126.28
5,5200,55,6.59E+129,3,2.97E+132,2,3.77E+126,129.82,132.47,126.58
5,5250,50,3.30E+131,3,8.91E+132,5,1.89E+127,131.52,132.95,127.28
5,5300,45,1.48E+133,3,2.67E+133,10,1.89E+128,133.17,133.43,128.28
5,5350,40,5.93E+134,3,8.02E+133,15,2.83E+129,134.77,133.90,129.45
5,5400,35,2.08E+136,3,2.40E+134,20,5.66E+130,136.32,134.38,130.75
5,5450,30,6.23E+137,3,7.21E+134,30,1.70E+132,137.79,134.86,132.23
5,5500,25,1.56E+139,3,2.16E+135,40,6.79E+133,139.19,135.34,133.83
5,5550,20,3.12E+140,3,6.49E+135,50,3.40E+135,140.49,135.81,135.53
5,5600,15,4.67E+141,3,1.95E+136,60,2.04E+137,141.67,136.29,137.31
5,5650,10,4.67E+142,3,5.84E+136,70,1.43E+139,142.67,136.77,139.15
5,5700,10,4.67E+143,3,1.75E+137,80,1.14E+141,143.67,137.24,141.06
5,5750,5,2.34E+144,3,5.26E+137,90,1.03E+143,144.37,137.72,143.01
5,5800,5,1.17E+145,3,1.58E+138,100,1.03E+145,145.07,138.20,145.01
5,5850,2,2.34E+145,3,4.73E+138,100,1.03E+147,145.37,138.68,147.01
5,5900,2,4.67E+145,3,1.42E+139,100,1.03E+149,145.67,139.15,149.01
5,5950,2,9.35E+145,3,4.26E+139,100,1.03E+151,145.97,139.63,151.01
5,6000,1000,9.35E+148,1.00E+13,4.26E+152,1.00E+03,1.03E+154,148.97,152.63,154.01
6,10,4,4.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.60,0.30,0.30
6,30,4,1.60E+01,2.00E+00,4.00E+00,2.00E+00,4.00E+00,1.20,0.60,0.60
6,50,4,6.40E+01,2.00E+00,8.00E+00,2.00E+00,8.00E+00,1.81,0.90,0.90
6,70,4,2.56E+02,2.00E+00,1.60E+01,2.00E+00,1.60E+01,2.41,1.20,1.20
6,90,4,1.02E+03,2.00E+00,3.20E+01,2.00E+00,3.20E+01,3.01,1.51,1.51
6,110,4,4.10E+03,2.00E+00,6.40E+01,2.00E+00,6.40E+01,3.61,1.81,1.81
6,130,4,1.64E+04,2.00E+00,1.28E+02,2.00E+00,1.28E+02,4.21,2.11,2.11
6,150,4,6.55E+04,2.00E+00,2.56E+02,2.00E+00,2.56E+02,4.82,2.41,2.41
6,170,4,2.62E+05,2.00E+00,5.12E+02,2.00E+00,5.12E+02,5.42,2.71,2.71
6,190,4,1.05E+06,2.00E+00,1.02E+03,2.00E+00,1.02E+03,6.02,3.01,3.01
6,210,4,4.19E+06,2.00E+00,2.05E+03,2.00E+00,2.05E+03,6.62,3.31,3.31
6,230,4,1.68E+07,2.00E+00,4.10E+03,2.00E+00,4.10E+03,7.22,3.61,3.61
6,250,4,6.71E+07,2.00E+00,8.19E+03,2.00E+00,8.19E+03,7.83,3.91,3.91
6,270,4,2.68E+08,2.00E+00,1.64E+04,2.00E+00,1.64E+04,8.43,4.21,4.21
6,290,4,1.07E+09,2.00E+00,3.28E+04,3.00E+00,4.92E+04,9.03,4.52,4.69
6,310,4,4.29E+09,2.00E+00,6.55E+04,3.00E+00,1.47E+05,9.63,4.82,5.17
6,330,4,1.72E+10,2.00E+00,1.31E+05,3.00E+00,4.42E+05,10.24,5.12,5.65
6,350,4,6.87E+10,2.00E+00,2.62E+05,3.00E+00,1.33E+06,10.84,5.42,6.12
6,370,4,2.75E+11,2.00E+00,5.24E+05,3.00E+00,3.98E+06,11.44,5.72,6.60
6,400,4,1.10E+12,2.00E+00,1.05E+06,3.00E+00,1.19E+07,12.04,6.02,7.08
6,430,3,3.30E+12,2.00E+00,2.10E+06,3.00E+00,3.58E+07,12.52,6.32,7.55
6,460,3,9.90E+12,2.00E+00,4.19E+06,3.00E+00,1.07E+08,13.00,6.62,8.03
6,490,3,2.97E+13,2.00E+00,8.39E+06,4.00E+00,4.30E+08,13.47,6.92,8.63
6,520,3,8.91E+13,2.00E+00,1.68E+07,4.00E+00,1.72E+09,13.95,7.22,9.24
6,550,3,2.67E+14,2.00E+00,3.36E+07,4.00E+00,6.88E+09,14.43,7.53,9.84
6,580,3,8.02E+14,2.00E+00,6.71E+07,4.00E+00,2.75E+10,14.90,7.83,10.44
6,610,3,2.40E+15,2.00E+00,1.34E+08,4.00E+00,1.10E+11,15.38,8.13,11.04
6,640,3,7.21E+15,2.00E+00,2.68E+08,4.00E+00,4.40E+11,15.86,8.43,11.64
6,670,3,2.16E+16,2.00E+00,5.37E+08,4.00E+00,1.76E+12,16.34,8.73,12.25
6,700,3,6.49E+16,2.00E+00,1.07E+09,4.00E+00,7.04E+12,16.81,9.03,12.85
6,730,3,1.95E+17,2.00E+00,2.15E+09,4.00E+00,2.82E+13,17.29,9.33,13.45
6,760,3,5.84E+17,2.00E+00,4.29E+09,5.00E+00,1.41E+14,17.77,9.63,14.15
6,790,3,1.75E+18,2.00E+00,8.59E+09,5.00E+00,7.04E+14,18.24,9.93,14.85
6,820,3,5.26E+18,2.00E+00,1.72E+10,5.00E+00,3.52E+15,18.72,10.24,15.55
6,850,3,1.58E+19,2.00E+00,3.44E+10,5.00E+00,1.76E+16,19.20,10.54,16.25
6,880,3,4.73E+19,2.00E+00,6.87E+10,6.00E+00,1.06E+17,19.68,10.84,17.02
6,910,3,1.42E+20,2.00E+00,1.37E+11,6.00E+00,6.34E+17,20.15,11.14,17.80
6,940,3,4.26E+20,2.00E+00,2.75E+11,7.00E+00,4.44E+18,20.63,11.44,18.65
6,970,3,1.28E+21,2.00E+00,5.50E+11,8.00E+00,3.55E+19,21.11,11.74,19.55
6,1000,10000,1.28E+25,1.00E+16,5.50E+27,1.00E+02,3.55E+21,25.11,27.74,21.55
6,1040,10,1.28E+26,3.00E+00,1.65E+28,5.00E+00,1.78E+22,26.11,28.22,22.25
6,1080,10,1.28E+27,3.00E+00,4.95E+28,5.00E+00,8.88E+22,27.11,28.69,22.95
6,1120,10,1.28E+28,3.00E+00,1.48E+29,5.00E+00,4.44E+23,28.11,29.17,23.65
6,1160,9,1.15E+29,3.00E+00,4.45E+29,7.00E+00,3.11E+24,29.06,29.65,24.49
6,1200,9,1.04E+30,3.00E+00,1.34E+30,7.00E+00,2.17E+25,30.01,30.13,25.34
6,1240,8,8.28E+30,3.00E+00,4.01E+30,7.00E+00,1.52E+26,30.92,30.60,26.18
6,1280,8,6.62E+31,3.00E+00,1.20E+31,9.00E+00,1.37E+27,31.82,31.08,27.14
6,1320,7,4.64E+32,3.00E+00,3.61E+31,9.00E+00,1.23E+28,32.67,31.56,28.09
6,1360,7,3.25E+33,3.00E+00,1.08E+32,9.00E+00,1.11E+29,33.51,32.03,29.05
6,1400,7,2.27E+34,3.00E+00,3.25E+32,1.10E+01,1.22E+30,34.36,32.51,30.09
6,1440,6,1.36E+35,3.00E+00,9.74E+32,1.10E+01,1.34E+31,35.13,32.99,31.13
6,1480,6,8.18E+35,3.00E+00,2.92E+33,1.10E+01,1.48E+32,35.91,33.47,32.17
6,1520,6,4.91E+36,3.00E+00,8.76E+33,1.30E+01,1.92E+33,36.69,33.94,33.28
6,1560,6,2.94E+37,3.00E+00,2.63E+34,1.30E+01,2.50E+34,37.47,34.42,34.40
6,1600,6,1.77E+38,3.00E+00,7.89E+34,1.30E+01,3.25E+35,38.25,34.90,35.51
6,1640,6,1.06E+39,3.00E+00,2.37E+35,1.50E+01,4.87E+36,39.03,35.37,36.69
6,1680,6,6.36E+39,3.00E+00,7.10E+35,1.50E+01,7.30E+37,39.80,35.85,37.86
