StartRank,EndRank,PrizeType,PrizeID,TierID,Rewards,ResourceRewards,AvatarReward,Diamonds,TitanPoint,HolidayCurrency,SkillPoint,Perk,EquipmentShards,Pet,Weapon,PremiumWeapon
131,200,Type2,10003,H,"Avatar:AvatarSuperTournament4,Diamonds:60,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3","Diamonds:60,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3",Avatar:AvatarSuperTournament4,60,15,100,0,0,15,3,0,0
0,0,Type2,10002,N,"Avatar:AvatarSuperTournament1,Diamonds:1200,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30","Diamonds:1200,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30",Avatar:AvatarSuperTournament1,1200,210,300,0,0,240,30,0,0
1,1,Type2,10002,M,"Avatar:AvatarSuperTournament1,Diamonds:900,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21","Diamonds:900,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21",Avatar:AvatarSuperTournament1,900,150,250,0,0,165,21,0,0
2,2,Type2,10002,M,"Avatar:AvatarSuperTournament2,Diamonds:600,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18","Diamonds:600,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18",Avatar:AvatarSuperTournament2,600,105,230,0,0,120,18,0,0
3,10,Type2,10002,L,"Avatar:AvatarSuperTournament3,Diamonds:450,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18","Diamonds:450,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18",Avatar:AvatarSuperTournament3,450,90,200,0,0,90,18,0,0
11,25,Type2,10002,K,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15","Diamonds:300,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15",Avatar:AvatarSuperTournament4,300,75,180,0,0,60,15,0,0
26,50,Type2,10002,J,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12","Diamonds:225,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12",Avatar:AvatarSuperTournament4,225,60,160,0,0,45,12,0,0
51,80,Type2,10002,I,"Avatar:AvatarSuperTournament4,Diamonds:150,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9","Diamonds:150,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9",Avatar:AvatarSuperTournament4,150,45,140,0,0,30,9,0,0
81,130,Type2,10002,H,"Avatar:AvatarSuperTournament4,Diamonds:75,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6","Diamonds:75,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6",Avatar:AvatarSuperTournament4,75,30,120,0,0,15,6,0,0
131,200,Type2,10002,H,"Avatar:AvatarSuperTournament4,Diamonds:45,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3","Diamonds:45,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3",Avatar:AvatarSuperTournament4,45,15,100,0,0,15,3,0,0
0,0,Type2,10001,N,"Avatar:AvatarSuperTournament1,Diamonds:900,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30","Diamonds:900,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30",Avatar:AvatarSuperTournament1,900,210,300,0,0,240,30,0,0
1,1,Type2,10001,M,"Avatar:AvatarSuperTournament1,Diamonds:750,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21","Diamonds:750,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21",Avatar:AvatarSuperTournament1,750,150,250,0,0,165,21,0,0
2,2,Type2,10001,M,"Avatar:AvatarSuperTournament2,Diamonds:450,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18","Diamonds:450,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18",Avatar:AvatarSuperTournament2,450,105,230,0,0,120,18,0,0
3,10,Type2,10001,L,"Avatar:AvatarSuperTournament3,Diamonds:300,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18","Diamonds:300,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18",Avatar:AvatarSuperTournament3,300,90,200,0,0,90,18,0,0
11,25,Type2,10001,K,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15","Diamonds:225,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15",Avatar:AvatarSuperTournament4,225,75,180,0,0,60,15,0,0
26,50,Type2,10001,J,"Avatar:AvatarSuperTournament4,Diamonds:150,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12","Diamonds:150,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12",Avatar:AvatarSuperTournament4,150,60,160,0,0,45,12,0,0
51,80,Type2,10001,I,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9","Diamonds:90,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9",Avatar:AvatarSuperTournament4,90,45,140,0,0,30,9,0,0
81,130,Type2,10001,H,"Avatar:AvatarSuperTournament4,Diamonds:60,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6","Diamonds:60,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6",Avatar:AvatarSuperTournament4,60,30,120,0,0,15,6,0,0
131,200,Type2,10001,H,"Avatar:AvatarSuperTournament4,Diamonds:30,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3","Diamonds:30,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3",Avatar:AvatarSuperTournament4,30,15,100,0,0,15,3,0,0
0,0,Type3,10011,N,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament1,2400,600,300,0,0,0,0,72,56
1,1,Type3,10011,M,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament1,2400,600,300,0,0,0,0,72,56
2,2,Type3,10011,L,"Avatar:AvatarSuperTournament2,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament2,2400,600,300,0,0,0,0,72,56
3,3,Type3,10011,K,"Avatar:AvatarSuperTournament3,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament3,2400,600,300,0,0,0,0,72,56
4,4,Type3,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament4,2400,600,300,0,0,0,0,72,56
5,5,Type3,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament4,2400,600,300,0,0,0,0,72,56
6,6,Type3,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament4,2400,600,300,0,0,0,0,72,56
7,8,Type3,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament4,2400,600,300,0,0,0,0,72,56
9,10,Type3,10011,I,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament4,2400,600,300,0,0,0,0,72,56
0,0,Type3,10010,N,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,HelperWeapon:72,FortuneHelperWeapon:56",Avatar:AvatarSuperTournament1,2400,600,300,0,0,0,0,72,56
1,1,Type3,10010,M,"Avatar:AvatarSuperTournament1,Diamonds:1400,TitanPoints:400,HolidayCurrency:250,HelperWeapon:48,FortuneHelperWeapon:40","Diamonds:1400,TitanPoints:400,HolidayCurrency:250,HelperWeapon:48,FortuneHelperWeapon:40",Avatar:AvatarSuperTournament1,1400,400,250,0,0,0,0,48,40
2,2,Type3,10010,L,"Avatar:AvatarSuperTournament2,Diamonds:1100,TitanPoints:300,HolidayCurrency:230,HelperWeapon:40,FortuneHelperWeapon:32","Diamonds:1100,TitanPoints:300,HolidayCurrency:230,HelperWeapon:40,FortuneHelperWeapon:32",Avatar:AvatarSuperTournament2,1100,300,230,0,0,0,0,40,32
3,6,Type3,10010,K,"Avatar:AvatarSuperTournament3,Diamonds:900,TitanPoints:250,HolidayCurrency:200,HelperWeapon:36,FortuneHelperWeapon:28","Diamonds:900,TitanPoints:250,HolidayCurrency:200,HelperWeapon:36,FortuneHelperWeapon:28",Avatar:AvatarSuperTournament3,900,250,200,0,0,0,0,36,28
7,8,Type3,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:800,TitanPoints:200,HolidayCurrency:180,HelperWeapon:32,FortuneHelperWeapon:24","Diamonds:800,TitanPoints:200,HolidayCurrency:180,HelperWeapon:32,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament4,800,200,180,0,0,0,0,32,24
9,10,Type3,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:700,TitanPoints:160,HolidayCurrency:160,HelperWeapon:28,FortuneHelperWeapon:20","Diamonds:700,TitanPoints:160,HolidayCurrency:160,HelperWeapon:28,FortuneHelperWeapon:20",Avatar:AvatarSuperTournament4,700,160,160,0,0,0,0,28,20
11,12,Type3,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:140,HolidayCurrency:140,HelperWeapon:24,FortuneHelperWeapon:16","Diamonds:600,TitanPoints:140,HolidayCurrency:140,HelperWeapon:24,FortuneHelperWeapon:16",Avatar:AvatarSuperTournament4,600,140,140,0,0,0,0,24,16
13,16,Type3,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:500,TitanPoints:120,HolidayCurrency:120,HelperWeapon:20,FortuneHelperWeapon:16","Diamonds:500,TitanPoints:120,HolidayCurrency:120,HelperWeapon:20,FortuneHelperWeapon:16",Avatar:AvatarSuperTournament4,500,120,120,0,0,0,0,20,16
17,20,Type3,10010,I,"Avatar:AvatarSuperTournament4,Diamonds:400,TitanPoints:100,HolidayCurrency:100,HelperWeapon:16,FortuneHelperWeapon:12","Diamonds:400,TitanPoints:100,HolidayCurrency:100,HelperWeapon:16,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,400,100,100,0,0,0,0,16,12
0,0,Type3,10009,N,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:500,HolidayCurrency:300,HelperWeapon:64,FortuneHelperWeapon:48","Diamonds:2400,TitanPoints:500,HolidayCurrency:300,HelperWeapon:64,FortuneHelperWeapon:48",Avatar:AvatarSuperTournament1,2400,500,300,0,0,0,0,64,48
1,1,Type3,10009,M,"Avatar:AvatarSuperTournament1,Diamonds:1300,TitanPoints:300,HolidayCurrency:250,HelperWeapon:48,FortuneHelperWeapon:32","Diamonds:1300,TitanPoints:300,HolidayCurrency:250,HelperWeapon:48,FortuneHelperWeapon:32",Avatar:AvatarSuperTournament1,1300,300,250,0,0,0,0,48,32
2,2,Type3,10009,L,"Avatar:AvatarSuperTournament2,Diamonds:1000,TitanPoints:250,HolidayCurrency:230,HelperWeapon:40,FortuneHelperWeapon:28","Diamonds:1000,TitanPoints:250,HolidayCurrency:230,HelperWeapon:40,FortuneHelperWeapon:28",Avatar:AvatarSuperTournament2,1000,250,230,0,0,0,0,40,28
3,6,Type3,10009,K,"Avatar:AvatarSuperTournament3,Diamonds:800,TitanPoints:200,HolidayCurrency:200,HelperWeapon:36,FortuneHelperWeapon:24","Diamonds:800,TitanPoints:200,HolidayCurrency:200,HelperWeapon:36,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament3,800,200,200,0,0,0,0,36,24
7,8,Type3,10009,J,"Avatar:AvatarSuperTournament4,Diamonds:700,TitanPoints:160,HolidayCurrency:180,HelperWeapon:32,FortuneHelperWeapon:20","Diamonds:700,TitanPoints:160,HolidayCurrency:180,HelperWeapon:32,FortuneHelperWeapon:20",Avatar:AvatarSuperTournament4,700,160,180,0,0,0,0,32,20
9,12,Type3,10009,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:120,HolidayCurrency:160,HelperWeapon:28,FortuneHelperWeapon:16","Diamonds:600,TitanPoints:120,HolidayCurrency:160,HelperWeapon:28,FortuneHelperWeapon:16",Avatar:AvatarSuperTournament4,600,120,160,0,0,0,0,28,16
13,20,Type3,10009,J,"Avatar:AvatarSuperTournament4,Diamonds:500,TitanPoints:100,HolidayCurrency:140,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:500,TitanPoints:100,HolidayCurrency:140,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,500,100,140,0,0,0,0,24,12
21,30,Type3,10009,I,"Avatar:AvatarSuperTournament4,Diamonds:400,TitanPoints:80,HolidayCurrency:120,HelperWeapon:20,FortuneHelperWeapon:12","Diamonds:400,TitanPoints:80,HolidayCurrency:120,HelperWeapon:20,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,400,80,120,0,0,0,0,20,12
31,50,Type3,10009,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:70,HolidayCurrency:100,HelperWeapon:16,FortuneHelperWeapon:8","Diamonds:300,TitanPoints:70,HolidayCurrency:100,HelperWeapon:16,FortuneHelperWeapon:8",Avatar:AvatarSuperTournament4,300,70,100,0,0,0,0,16,8
0,0,Type3,10008,N,"Avatar:AvatarSuperTournament1,Diamonds:3600,TitanPoints:600,HolidayCurrency:300,HelperWeapon:84,FortuneHelperWeapon:60","Diamonds:3600,TitanPoints:600,HolidayCurrency:300,HelperWeapon:84,FortuneHelperWeapon:60",Avatar:AvatarSuperTournament1,3600,600,300,0,0,0,0,84,60
1,1,Type3,10008,M,"Avatar:AvatarSuperTournament1,Diamonds:1950,TitanPoints:375,HolidayCurrency:250,HelperWeapon:60,FortuneHelperWeapon:48","Diamonds:1950,TitanPoints:375,HolidayCurrency:250,HelperWeapon:60,FortuneHelperWeapon:48",Avatar:AvatarSuperTournament1,1950,375,250,0,0,0,0,60,48
2,2,Type3,10008,L,"Avatar:AvatarSuperTournament2,Diamonds:1500,TitanPoints:300,HolidayCurrency:230,HelperWeapon:54,FortuneHelperWeapon:36","Diamonds:1500,TitanPoints:300,HolidayCurrency:230,HelperWeapon:54,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament2,1500,300,230,0,0,0,0,54,36
3,12,Type3,10008,K,"Avatar:AvatarSuperTournament3,Diamonds:1050,TitanPoints:210,HolidayCurrency:200,HelperWeapon:48,FortuneHelperWeapon:30","Diamonds:1050,TitanPoints:210,HolidayCurrency:200,HelperWeapon:48,FortuneHelperWeapon:30",Avatar:AvatarSuperTournament3,1050,210,200,0,0,0,0,48,30
13,21,Type3,10008,J,"Avatar:AvatarSuperTournament4,Diamonds:900,TitanPoints:150,HolidayCurrency:180,HelperWeapon:42,FortuneHelperWeapon:24","Diamonds:900,TitanPoints:150,HolidayCurrency:180,HelperWeapon:42,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament4,900,150,180,0,0,0,0,42,24
22,30,Type3,10008,J,"Avatar:AvatarSuperTournament4,Diamonds:750,TitanPoints:120,HolidayCurrency:160,HelperWeapon:36,FortuneHelperWeapon:18","Diamonds:750,TitanPoints:120,HolidayCurrency:160,HelperWeapon:36,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament4,750,120,160,0,0,0,0,36,18
31,60,Type3,10008,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:105,HolidayCurrency:140,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:600,TitanPoints:105,HolidayCurrency:140,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament4,600,105,140,0,0,0,0,30,18
61,90,Type3,10008,I,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:90,HolidayCurrency:120,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:450,TitanPoints:90,HolidayCurrency:120,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,450,90,120,0,0,0,0,24,12
91,150,Type3,10008,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:75,HolidayCurrency:100,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:300,TitanPoints:75,HolidayCurrency:100,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,300,75,100,0,0,0,0,18,12
0,0,Type3,10007,N,"Avatar:AvatarSuperTournament1,Diamonds:3000,TitanPoints:600,HolidayCurrency:300,HelperWeapon:84,FortuneHelperWeapon:48","Diamonds:3000,TitanPoints:600,HolidayCurrency:300,HelperWeapon:84,FortuneHelperWeapon:48",Avatar:AvatarSuperTournament1,3000,600,300,0,0,0,0,84,48
1,1,Type3,10007,M,"Avatar:AvatarSuperTournament1,Diamonds:1800,TitanPoints:375,HolidayCurrency:250,HelperWeapon:60,FortuneHelperWeapon:36","Diamonds:1800,TitanPoints:375,HolidayCurrency:250,HelperWeapon:60,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament1,1800,375,250,0,0,0,0,60,36
2,2,Type3,10007,L,"Avatar:AvatarSuperTournament2,Diamonds:1500,TitanPoints:300,HolidayCurrency:230,HelperWeapon:48,FortuneHelperWeapon:30","Diamonds:1500,TitanPoints:300,HolidayCurrency:230,HelperWeapon:48,FortuneHelperWeapon:30",Avatar:AvatarSuperTournament2,1500,300,230,0,0,0,0,48,30
3,12,Type3,10007,K,"Avatar:AvatarSuperTournament3,Diamonds:1050,TitanPoints:210,HolidayCurrency:200,HelperWeapon:42,FortuneHelperWeapon:24","Diamonds:1050,TitanPoints:210,HolidayCurrency:200,HelperWeapon:42,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament3,1050,210,200,0,0,0,0,42,24
13,21,Type3,10007,J,"Avatar:AvatarSuperTournament4,Diamonds:900,TitanPoints:150,HolidayCurrency:180,HelperWeapon:36,FortuneHelperWeapon:18","Diamonds:900,TitanPoints:150,HolidayCurrency:180,HelperWeapon:36,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament4,900,150,180,0,0,0,0,36,18
22,30,Type3,10007,J,"Avatar:AvatarSuperTournament4,Diamonds:750,TitanPoints:120,HolidayCurrency:160,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:750,TitanPoints:120,HolidayCurrency:160,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament4,750,120,160,0,0,0,0,30,18
31,60,Type3,10007,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:105,HolidayCurrency:140,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:600,TitanPoints:105,HolidayCurrency:140,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,600,105,140,0,0,0,0,24,12
61,90,Type3,10007,I,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:90,HolidayCurrency:120,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:450,TitanPoints:90,HolidayCurrency:120,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,450,90,120,0,0,0,0,18,12
91,150,Type3,10007,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:75,HolidayCurrency:100,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:300,TitanPoints:75,HolidayCurrency:100,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,300,75,100,0,0,0,0,18,12
0,0,Type3,10006,N,"Avatar:AvatarSuperTournament1,Diamonds:2700,TitanPoints:450,HolidayCurrency:300,HelperWeapon:60,FortuneHelperWeapon:48","Diamonds:2700,TitanPoints:450,HolidayCurrency:300,HelperWeapon:60,FortuneHelperWeapon:48",Avatar:AvatarSuperTournament1,2700,450,300,0,0,0,0,60,48
1,1,Type3,10006,M,"Avatar:AvatarSuperTournament1,Diamonds:1800,TitanPoints:300,HolidayCurrency:250,HelperWeapon:48,FortuneHelperWeapon:36","Diamonds:1800,TitanPoints:300,HolidayCurrency:250,HelperWeapon:48,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament1,1800,300,250,0,0,0,0,48,36
2,2,Type3,10006,L,"Avatar:AvatarSuperTournament2,Diamonds:1350,TitanPoints:225,HolidayCurrency:230,HelperWeapon:42,FortuneHelperWeapon:30","Diamonds:1350,TitanPoints:225,HolidayCurrency:230,HelperWeapon:42,FortuneHelperWeapon:30",Avatar:AvatarSuperTournament2,1350,225,230,0,0,0,0,42,30
3,10,Type3,10006,K,"Avatar:AvatarSuperTournament3,Diamonds:900,TitanPoints:150,HolidayCurrency:200,HelperWeapon:36,FortuneHelperWeapon:24","Diamonds:900,TitanPoints:150,HolidayCurrency:200,HelperWeapon:36,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament3,900,150,200,0,0,0,0,36,24
11,25,Type3,10006,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:120,HolidayCurrency:180,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:600,TitanPoints:120,HolidayCurrency:180,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament4,600,120,180,0,0,0,0,30,18
26,50,Type3,10006,J,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:90,HolidayCurrency:160,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:450,TitanPoints:90,HolidayCurrency:160,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,450,90,160,0,0,0,0,24,12
51,80,Type3,10006,J,"Avatar:AvatarSuperTournament4,Diamonds:375,TitanPoints:75,HolidayCurrency:140,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:375,TitanPoints:75,HolidayCurrency:140,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,375,75,140,0,0,0,0,18,12
81,130,Type3,10006,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:120,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:300,TitanPoints:60,HolidayCurrency:120,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,300,60,120,0,0,0,0,18,12
131,200,Type3,10006,I,"Avatar:AvatarSuperTournament4,Diamonds:150,TitanPoints:45,HolidayCurrency:100,HelperWeapon:12,FortuneHelperWeapon:6","Diamonds:150,TitanPoints:45,HolidayCurrency:100,HelperWeapon:12,FortuneHelperWeapon:6",Avatar:AvatarSuperTournament4,150,45,100,0,0,0,0,12,6
0,0,Type3,10005,N,"Avatar:AvatarSuperTournament1,Diamonds:2100,TitanPoints:300,HolidayCurrency:300,HelperWeapon:60,FortuneHelperWeapon:36","Diamonds:2100,TitanPoints:300,HolidayCurrency:300,HelperWeapon:60,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament1,2100,300,300,0,0,0,0,60,36
1,1,Type3,10005,M,"Avatar:AvatarSuperTournament1,Diamonds:1350,TitanPoints:210,HolidayCurrency:250,HelperWeapon:42,FortuneHelperWeapon:30","Diamonds:1350,TitanPoints:210,HolidayCurrency:250,HelperWeapon:42,FortuneHelperWeapon:30",Avatar:AvatarSuperTournament1,1350,210,250,0,0,0,0,42,30
2,2,Type3,10005,L,"Avatar:AvatarSuperTournament2,Diamonds:1050,TitanPoints:150,HolidayCurrency:230,HelperWeapon:36,FortuneHelperWeapon:24","Diamonds:1050,TitanPoints:150,HolidayCurrency:230,HelperWeapon:36,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament2,1050,150,230,0,0,0,0,36,24
3,10,Type3,10005,K,"Avatar:AvatarSuperTournament3,Diamonds:750,TitanPoints:105,HolidayCurrency:200,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:750,TitanPoints:105,HolidayCurrency:200,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament3,750,105,200,0,0,0,0,30,18
11,25,Type3,10005,K,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:90,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:18","Diamonds:600,TitanPoints:90,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament4,600,90,180,0,0,0,0,24,18
26,50,Type3,10005,J,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:75,HolidayCurrency:160,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:450,TitanPoints:75,HolidayCurrency:160,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,450,75,160,0,0,0,0,24,12
51,80,Type3,10005,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:140,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:300,TitanPoints:60,HolidayCurrency:140,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,300,60,140,0,0,0,0,18,12
81,130,Type3,10005,I,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:45,HolidayCurrency:120,HelperWeapon:12,FortuneHelperWeapon:12","Diamonds:225,TitanPoints:45,HolidayCurrency:120,HelperWeapon:12,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,225,45,120,0,0,0,0,12,12
131,200,Type3,10005,H,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:30,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:6","Diamonds:90,TitanPoints:30,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:6",Avatar:AvatarSuperTournament4,90,30,100,0,0,0,0,6,6
