CardA,CardB,CardC,ExcludeCards,DeckID,MinWorld,MaxWorld,MinFloor,MaxFloor,Notes
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",44,45,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",46,46,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",46,46,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",47,47,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",47,47,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",47,47,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",47,47,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",48,48,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",48,48,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",48,48,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",48,48,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",48,48,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",48,48,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",48,48,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",48,48,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",49,52,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",49,52,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",49,52,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",49,52,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",49,52,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",49,52,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",49,52,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",49,52,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",49,50,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",49,50,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",49,50,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",49,50,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",49,50,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",51,51,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",51,51,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",52,52,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",52,52,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",52,52,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",52,52,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",52,52,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",53,53,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",53,53,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",53,53,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",53,53,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",53,53,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",53,53,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",53,53,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",53,53,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",54,57,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",54,57,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",54,57,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",54,57,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",54,57,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",54,57,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",54,57,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",54,57,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",54,55,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",54,55,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",54,55,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",54,55,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",54,55,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",56,56,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",56,56,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",57,57,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",57,57,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",57,57,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",57,57,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",58,58,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",58,58,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",58,58,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",58,58,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",58,58,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",58,58,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",58,58,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",58,58,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",59,62,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",59,62,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",59,62,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",59,62,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",59,62,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",59,62,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",59,62,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",59,62,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",59,60,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",59,60,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",59,60,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",59,60,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",59,60,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",61,61,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",61,61,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",62,62,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",62,62,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",62,62,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",62,62,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",62,62,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",63,63,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",63,63,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",63,63,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",63,63,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",63,63,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",63,63,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",63,63,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",63,63,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",64,67,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",64,67,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",64,67,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",64,67,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",64,67,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",64,67,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",64,67,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",64,67,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",64,65,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",64,65,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",64,65,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",64,65,1,999,Standard - Armor
