Level,Rarity0,Rarity1,Rarity2,Rarity3,Rarity4,Note,Rarity0_Chance,Rarity1_Chance,Rarity2_Chance,Rarity3_Chance,Rarity4_Chance,RESEARCHSHARD_EV,cost per
588,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
589,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
590,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
591,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
592,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
593,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
594,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
595,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
596,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
597,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
598,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
599,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
600,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
601,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
602,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
603,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
604,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
605,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
606,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
607,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
608,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
609,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
610,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
611,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
612,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
613,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
614,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
615,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
616,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
617,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
618,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
619,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
620,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
621,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
622,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
623,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
624,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
625,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
626,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
627,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
628,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
629,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
630,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
631,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
632,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
633,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
634,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
635,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
636,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
637,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
638,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
639,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
640,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
641,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
642,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
643,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
644,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
645,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
646,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
647,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
648,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
649,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
650,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
651,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
652,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
653,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
654,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
655,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
656,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
657,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
658,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
659,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
660,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
661,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
662,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
663,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
664,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
665,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
666,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
667,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
668,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
669,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
670,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
671,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
672,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
673,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
674,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
675,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
676,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
677,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
678,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
679,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
680,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
681,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
682,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
683,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
684,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
685,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
686,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
687,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
688,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
689,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
690,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
691,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
692,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
693,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
694,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
695,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
696,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
697,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
698,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
699,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
700,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
701,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
702,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
703,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
704,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
705,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
706,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
707,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
708,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
709,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
710,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
711,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
712,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
713,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
714,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
715,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
716,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
717,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
718,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
719,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
720,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
721,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
722,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
723,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
724,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
725,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
726,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
727,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
728,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
729,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
730,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
731,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
732,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
733,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
734,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
735,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
736,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
737,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
738,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
739,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
740,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
741,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
742,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
743,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
744,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
745,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
746,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
747,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
748,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
749,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
750,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
751,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
752,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
753,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
754,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
755,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
756,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
757,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
758,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
759,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
760,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
761,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
762,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
763,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
764,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
765,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
766,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
767,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
768,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
769,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
770,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
771,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
772,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
773,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
774,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
775,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
776,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
777,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
778,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
779,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
780,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
781,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
782,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
783,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
784,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
785,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
786,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
787,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
788,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
789,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
790,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
791,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
792,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
793,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
794,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
795,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
796,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
797,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
798,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
799,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
800,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
801,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
802,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
803,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
804,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
805,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
806,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
807,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
808,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
809,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
810,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
811,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
812,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
813,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
814,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
815,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
816,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
817,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
818,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
819,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
820,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
821,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
822,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
823,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
824,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
825,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
826,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
827,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
828,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
829,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
830,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
831,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
832,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
833,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
834,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
835,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
836,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
837,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
838,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
839,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
840,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
841,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
842,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
843,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
844,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
845,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
846,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
847,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
848,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
849,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
850,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
851,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
852,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
853,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
854,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
855,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
856,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
857,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
858,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
859,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
860,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
861,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
862,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
863,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
864,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
865,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
866,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
867,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
868,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
869,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
870,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
871,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
872,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
873,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
874,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
875,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
876,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
877,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
878,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
879,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
880,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
881,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
882,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
